"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Gruppe_Allgemein";"COMM1_Sch_IG";"COMM2_Sch_IG";"COMM3_Sch_IG";"COMM4_Sch_IG";"COMM5_Sch_IG";"COMM6_Sch_IG";"COMM7_Sch_IG";"OE2_Sch_IG";"CSE2_Sch_IG";"Int_Sch_IG";"PL_Sch_IG";"VUEIC1_Sch_IG";"VUEIC2_Sch_IG";"Alter_Sch_IG";"Ausbildung_Sch_IG";"Familie_Sch_IG";"HBJUB";"TK";"GH";"FB";"TW";"Insta";"NG";"SV";"IA";"ZA";"Google";"Sonstiges";"Sonstiges_Text";"UserCode_1_Sch_IG";"UserCode_2_Sch_IG";"UserCode_3_Sch_IG";"UserCode_4_Sch_IG";"COMM1_Ang_IG";"COMM2_Ang_IG";"COMM3_Ang_IG";"COMM4_Ang_IG";"COMM5_Ang_IG";"COMM6_Ang_IG";"COMM7_Ang_IG";"OE2_Ang_IG";"CSE2_Ang_IG";"Int_Ang_IG";"PL_Ang_IG";"VUE1_Ang_IG";"VUE2_Ang_IG";"Alter_Ang_IG";"Ausbildung_Ang_IG";"Familie_Ang_IG";"HBJUB_Ang_IG";"TK_Ang_IG";"GH_Ang_IG";"FB_Ang_IG";"TW_Ang_IG";"Insta_Ang_IG";"NG_Ang_IG";"SV_Ang_IG";"IA_Ang_IG";"ZA_Ang_IG";"Google_Ang_IG";"Sonstiges_Ang_IG";"Sonstiges_Text_Ang_IG";"Code_ang_IG1";"Code_ang_IG2";"Code_ang_IG3";"Code_ang_IG_ges";"COMM1_MA_IG";"COMM2_MA_IG";"COMM3_MA_IG";"COMM4_MA_IG";"COMM5_MA_IG";"OE2_MA_IG";"SE_MA_IG";"Int_MA_IG";"PL_MA_IG";"Zufr1_MA_IG";"Zufr2_MA_IG";"Zufr3_MA_IG";"Geschlecht_MA_IG";"Alter_MA_IG";"Ausbildung_MA_IG";"Familie_MA_IG";"HBJUB_MA_IG";"TK_MA_IG";"GH_MA_IG";"FB_MA_IG";"TW_MA_IG";"Insta_MA_IG";"NG_MA_IG";"SV_MA_IG";"IA_MA_IG";"ZA_MA_IG";"Google_MA_IG";"Sonstiges_MA_IG";"Sonstiges_Text_MA_IG";"UserCode_1_MA_IG";"UserCode_2_MA_IG";"UserCode_3_MA_IG";"UserCode_4_MA_IG";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"tic"
"103";"0";"0";"22";"7283841";"-77";"130";"-66";"1";"6";"4";"5";"5";"6";"3";"5";"4";"2";"6";"2";"6";"3";"30";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"An";"Jo";"24";"AnJo24";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 10; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"1";"0";"-77";"-77";"9d974bb58e4f43a15dcd857a11949d7b";"1";"0";"1676443787";"2023-02-15 06:49:47";"2023-02-15 06:52:39";"0000-00-00 00:00:00";"7169b026e0ff2c31fb0ed49c75e9579d"
"107";"0";"0";"22";"7283841";"-77";"106";"-66";"1";"4";"4";"4";"4";"4";"5";"2";"5";"4";"5";"2";"3";"3";"37";"4";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Ma";"Gu";"17";"Magu17";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"0";"0";"-77";"-77";"cd608ec1f0f30f2ba06ee15f589aa977";"1";"0";"1676467257";"2023-02-15 13:20:57";"2023-02-15 13:23:32";"0000-00-00 00:00:00";"2ea7991296980bac619396d22238e2d0"
"110";"0";"0";"22";"7283841";"-77";"125";"-66";"1";"5";"3";"4";"3";"2";"3";"2";"5";"3";"5";"3";"2";"2";"30";"4";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"-99";"Ma";"Th";"19";"MaTh19";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"https://constructor.university/";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"1";"0";"-77";"-77";"8ae391ba3eb410812dc6dda55d30076b";"1";"0";"1676526130";"2023-02-16 05:42:10";"2023-02-16 05:45:10";"0000-00-00 00:00:00";"9d71d4def8b761919a5350e2aa73140a"
"112";"0";"0";"22";"7283841";"-77";"129";"-66";"1";"5";"5";"5";"6";"6";"4";"5";"3";"4";"4";"4";"4";"6";"32";"4";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"ch";"wi";"9";"chwi9";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Android 10; Mobile; rv:109.0) Gecko/109.0 Firefox/109.0";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"0";"0";"-77";"-77";"73916c070d951dd8d953061bd97f3db0";"1";"0";"1676551423";"2023-02-16 12:43:43";"2023-02-16 12:46:40";"0000-00-00 00:00:00";"535dfbfe822717be381193e4abf7a633"
"116";"0";"0";"22";"7283841";"-77";"106";"-66";"1";"3";"4";"5";"4";"3";"4";"4";"5";"2";"5";"2";"4";"4";"36";"4";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Ma";"Th";"30";"Math30";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 11; FP3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"1";"0";"-77";"-77";"9ebbddfb9576baefe54f119bd0c2c4c5";"1";"0";"1676571904";"2023-02-16 18:25:04";"2023-02-16 18:27:36";"0000-00-00 00:00:00";"9067b387c13214926a70ae97fa0a0041"
"117";"0";"0";"22";"7283841";"-77";"201";"-66";"1";"3";"5";"4";"5";"3";"4";"4";"5";"3";"5";"5";"3";"4";"32";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"-99";"Sa";"ul";"5";"Saul05";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"https://constructor.university/";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"1";"0";"-77";"-77";"724b1df9e390740afe39335acd9d2aa9";"1";"0";"1676579618";"2023-02-16 20:33:38";"2023-02-16 20:38:18";"0000-00-00 00:00:00";"52621e98211edfa4b49b0ec2e47421a2"
"120";"0";"0";"22";"7283841";"-77";"128";"-66";"1";"3";"2";"5";"4";"1";"5";"4";"5";"4";"6";"5";"2";"2";"31";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"UT";"GE";"6";"UTGE06";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Android 12; Mobile; rv:109.0) Gecko/109.0 Firefox/109.0";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"1";"1";"0";"-77";"-77";"08a2aaf7278eee509b909778ecbcf1da";"1";"0";"1676623962";"2023-02-17 08:52:42";"2023-02-17 08:55:29";"0000-00-00 00:00:00";"3f13d5f33e9b4492bbc1a906ed7ac478"
"123";"0";"0";"22";"7283839";"-77";"9";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839";"0";"1";"0";"-77";"-77";"99b6ec7fe31a9343692e859b3ad4a580";"1";"0";"1676660041";"2023-02-17 18:54:01";"2023-02-17 18:54:13";"0000-00-00 00:00:00";"-66"
"124";"0";"0";"22";"7283841";"-77";"137";"-66";"1";"5";"4";"5";"4";"4";"3";"3";"5";"4";"4";"5";"6";"6";"33";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Su";"Ju";"29";"Suju29";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 11; M2007J3SY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"1";"0";"-77";"-77";"22ab39d3ca1a0c5f192f7fbae13d65c4";"1";"0";"1676701706";"2023-02-18 06:28:26";"2023-02-18 06:31:25";"0000-00-00 00:00:00";"e655a733a23129e08338a5a3666433d5"
"125";"0";"0";"22";"7283839";"-77";"-1";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-G970F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283835,7283835,7283835,7283836,7283839";"0";"0";"0";"-77";"-77";"e022c81cf6d54f98af1996f2fd8841f1";"1";"0";"1676704543";"2023-02-18 07:15:43";"2023-02-18 13:07:15";"0000-00-00 00:00:00";"-66"
"126";"0";"0";"22";"7283839";"-77";"20";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839";"1";"1";"0";"-77";"-77";"de0f89563e17f187195c574ed3254f3d";"1";"0";"1676708825";"2023-02-18 08:27:05";"2023-02-18 08:27:30";"0000-00-00 00:00:00";"-66"
"130";"0";"0";"22";"7283841";"-77";"156";"-66";"1";"5";"3";"3";"4";"6";"3";"5";"5";"4";"6";"5";"5";"4";"34";"4";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"da";"ka";"7";"daka7";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283840,7283840,7283841";"0";"0";"0";"-77";"-77";"8ee71f55c1bddc37154998811213e423";"1";"0";"1676734508";"2023-02-18 15:35:08";"2023-02-18 15:38:16";"0000-00-00 00:00:00";"73efa76177de06a53ff5afacdc16f0cc"
"133";"0";"0";"22";"7283861";"-77";"79";"-66";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"5";"4";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"2";"26";"3";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"Br";"Go";"22";"Brgo22";"Mozilla/5.0 (Linux; Android 11; SM-A202F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283846,7283856,7283859,7283860,7283861";"1";"1";"0";"-77";"-77";"d544f5260d67a6e6d002d4ce88b4c3a5";"1";"0";"1676783852";"2023-02-19 05:17:32";"2023-02-19 05:19:29";"0000-00-00 00:00:00";"2f6483558d8541c74d11c5b948812e6f"
"134";"0";"0";"22";"7283839";"-77";"39";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 13; CPH2025) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839";"0";"1";"0";"-77";"-77";"f2c2c2aea1bda694aa27c3cd4f58d215";"1";"0";"1676786477";"2023-02-19 06:01:17";"2023-02-19 06:02:00";"0000-00-00 00:00:00";"-66"
"135";"0";"0";"22";"7283840";"-77";"103";"-66";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 11; SM-A205GN Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.117 Mobile Safari/537.36 Line/13.1.2/IAB";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840";"1";"0";"0";"-77";"-77";"40af971e682af9e42149dd6237516e43";"1";"0";"1676811007";"2023-02-19 12:50:07";"2023-02-19 12:52:38";"0000-00-00 00:00:00";"-66"
"140";"0";"0";"22";"7283835";"-77";"48";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-J530F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283835";"0";"0";"0";"-77";"-77";"e3538b6656088ae70709d7963e55412f";"1";"0";"1676850966";"2023-02-19 23:56:06";"2023-02-19 23:57:06";"0000-00-00 00:00:00";"-66"
"142";"0";"0";"22";"7283839";"-77";"-1";"-66";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283836,7283839";"0";"1";"0";"-77";"-77";"4d194f1d294d012fa59dfc1f9b8154b2";"1";"0";"1676877095";"2023-02-20 07:11:35";"2023-02-20 09:45:23";"0000-00-00 00:00:00";"-66"
"144";"0";"0";"22";"7283851";"-77";"243";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"3";"4";"4";"3";"2";"3";"5";"5";"4";"5";"5";"2";"2";"34";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Partnerin";"He";"Wa";"28";"HeWa28";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (Android 11; Mobile; rv:109.0) Gecko/110.0 Firefox/110.0";"https://constructor.university/";"0";"0";"-66";"0";"7283834,7283835,7283836,7283846,7283849,7283850,7283851";"0";"0";"0";"-77";"-77";"400da018348572a9470697603b815048";"1";"0";"1676886951";"2023-02-20 09:55:51";"2023-02-20 10:01:39";"0000-00-00 00:00:00";"859c85e98569f06819a712a04c9e82a9"
"147";"0";"0";"22";"7283841";"-77";"177";"-66";"1";"2";"5";"5";"5";"4";"4";"3";"6";"4";"5";"4";"2";"5";"34";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"Erfahrungsberichte von Freunden";"Sy";"Fr";"28";"syfr28";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7283834,7283835,7283836,7283839,7283840,7283841";"0";"0";"0";"-77";"-77";"642f09b5757adb11880e93f3cd3a779e";"1";"0";"1676889110";"2023-02-20 10:31:50";"2023-02-20 10:36:36";"0000-00-00 00:00:00";"c076f729e67089884a483f6f744a01d9"
